chapter,sentence,is_task,agent,deadline,category
jeff109.pdf,Wher e is my shoulder?,True,Wher,,0
jeff109.pdf,Give me a knife!,True,,,3
jeff109.pdf,Give me a pistol!,True,,,3
jeff109.pdf,Drink some water!,True,,,2
jeff109.pdf,"NATALYA :I... I’m happy too... CHUBUKOV :What a weight off my shoulders, ouf!",True,CHUBUKOV,,1
jeff109.pdf,Have some champagne!,True,,,2
jeff109.pdf,"Is he sincere when he later says “ And I’ve always loved you, my angel, as if you were my own son”?",True,,,0
jeff109.pdf,"Read through the play carefully, and find expressions that you think are not used in contemporary English, and contrast these with idiomatic modern English expressions that also occur in the play.",True,English,,0
jeff109.pdf,"Read them carefully, and do the task that follows: 1.",True,,,3
jeff109.pdf,"(Reported Speech) You must have noticed that when we report someone’s exact words, we have to make some changes in the sentence structure.",True,Speech,,2
jeff109.pdf,"Rewrite it, changing the sentences in direct speech into reported speech.",True,,,0
jeff109.pdf,Leave the other sentences unchanged.,True,,,1
jeff109.pdf,“What’s the secret?” we ask.,True,’,,0
jeff109.pdf,“My intake of everything is in small quantities.,True,My,,3
jeff109.pdf,Note them down.,True,,,0
jeff109.pdf,"Is it right that ours should be the only market in all Bengal which allows foreign goods?” “What, then, would be the right thing to do?” I asked.",True,Bengal,,2
jeff109.pdf,"“Order them to be cleared out!” “But the goods are not mine.” “Is not the market yours?” “It is much more theirs who use it for trade.” “Let them trade in Indian goods, then.” “Nothing would please me better .",True,Order,,2
jeff109.pdf,"But I must refuse to tyrannise.” “It would not be tyranny for selfish gain, but for the sake of the country.” “To tyrannise for the country is to tyrannise over the country.",True,”,,3
jeff109.pdf,"3.In gr oups, discuss the qualities one should look for in a marriage partner .",True,,,0
jeff109.pdf,Students should then guess the name of the playwright.,True,,,0
jeff109.pdf,Check their pronunciation and meaning in a dictionary .,True,,,2
